TOTAL LOAD & VER GENERATION IN THE BPA CONTROL AREA (Balancing Authority Area),,,,,,,,,,,,
Date/Time,Date/Time (UTC),TOTAL WIND BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187517,TOTAL WIND BASEPOINT (FORECAST) IN BPA CONTROL AREA (MW; SCADA 103349,TOTAL WIND GENERATION  IN BPA CONTROL AREA (MW; SCADA 79687),TOTAL BPA CONTROL AREA LOAD (MW; SCADA 45583),TOTAL HYDRO GENERATION (MW; SCADA 79682),TOTAL FOSSIL/BIOMASS GENERATION (MW; SCADA 164377),TOTAL NUCLEAR GENERATION (MW; 70681),NET INTERCHANGE (MW; SCADA 45581),TOTAL SOLAR BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187513),TOTAL SOLAR Basepoint (FORECAST) IN BPA CONTROL AREA (MW; SCADA 177165),TOTAL SOLAR GENERATION  IN BPA CONTROL AREA (MW; SCADA 142383)
01/01/24 23:35,01/02/24 07:35,47,6,4,6349,5994,846,1154,1649,0,0,0
01/01/24 23:40,01/02/24 07:40,47,4,4,6332,5986,846,1149,1654,0,0,0
01/01/24 23:45,01/02/24 07:45,48,4,3,6328,6001,848,1155,1681,0,0,0
01/01/24 23:50,01/02/24 07:50,48,5,2,6301,5962,844,1155,1666,0,0,0
01/01/24 23:55,01/02/24 07:55,48,4,3,6286,5969,846,1155,1686,0,0,0
01/02/24 00:00,01/02/24 08:00,50,4,3,6293,5880,848,1155,1593,0,0,0
01/02/24 00:05,01/02/24 08:05,51,3,3,6260,5847,848,1152,1590,0,0,0
01/02/24 00:10,01/02/24 08:10,53,4,3,6269,5886,848,1155,1624,0,0,0
01/02/24 00:15,01/02/24 08:15,53,4,3,6253,5903,849,1150,1653,0,0,0
01/02/24 00:20,01/02/24 08:20,53,4,4,6239,5802,853,1149,1569,0,0,0
01/02/24 00:25,01/02/24 08:25,53,4,4,6233,5770,850,1154,1545,0,0,0
01/02/24 00:30,01/02/24 08:30,53,4,4,6202,5738,852,1155,1556,0,0,0
01/02/24 00:35,01/02/24 08:35,53,4,4,6205,5779,850,1150,1579,0,0,0
01/02/24 00:40,01/02/24 08:40,53,4,5,6188,5753,849,1152,1573,0,0,0
01/02/24 00:45,01/02/24 08:45,54,4,5,6195,5763,851,1149,1573,0,0,0
01/02/24 00:50,01/02/24 08:50,54,5,5,6168,5740,855,1149,1582,0,0,0
01/02/24 00:55,01/02/24 08:55,56,6,6,6162,5761,854,1152,1613,0,0,0
01/02/24 01:00,01/02/24 09:00,59,6,6,6168,5739,853,1152,1582,0,0,0
01/02/24 01:05,01/02/24 09:05,62,7,6,6161,5786,851,1152,1637,0,0,0
01/02/24 01:10,01/02/24 09:10,65,7,6,6166,5835,851,1153,1684,0,0,0
01/02/24 01:15,01/02/24 09:15,65,5,5,6135,5797,850,1152,1670,0,0,0
01/02/24 01:20,01/02/24 09:20,65,5,5,6138,5788,850,1152,1657,0,0,0
01/02/24 01:25,01/02/24 09:25,65,6,5,6152,5806,852,1154,1665,0,0,0
01/02/24 01:30,01/02/24 09:30,65,6,5,6147,5792,851,1152,1653,0,0,0
01/02/24 01:35,01/02/24 09:35,65,6,4,6127,5797,851,1149,1676,0,0,0
01/02/24 01:40,01/02/24 09:40,65,6,4,6154,5774,852,1155,1632,0,0,0
01/02/24 01:45,01/02/24 09:45,65,6,4,6148,5641,851,1152,1501,0,0,0
01/02/24 01:50,01/02/24 09:50,66,5,6,6118,5618,850,1149,1504,0,0,0
01/02/24 01:55,01/02/24 09:55,71,5,6,6143,5648,849,1152,1513,0,0,0
01/02/24 02:00,01/02/24 10:00,76,5,7,6132,5557,851,1154,1432,0,0,0
01/02/24 02:05,01/02/24 10:05,82,6,7,6136,5557,851,1152,1433,0,0,0
01/02/24 02:10,01/02/24 10:10,88,7,6,6144,5584,851,1152,1455,0,0,0
01/02/24 02:15,01/02/24 10:15,88,7,4,6121,5560,850,1152,1444,0,0,0
01/02/24 02:20,01/02/24 10:20,88,7,5,6151,5569,849,1149,1414,0,0,0
01/02/24 02:25,01/02/24 10:25,88,6,5,6165,5573,850,1150,1414,0,0,0
01/02/24 02:30,01/02/24 10:30,88,5,4,6166,5549,849,1155,1393,0,0,0
01/02/24 02:35,01/02/24 10:35,88,6,5,6167,5555,848,1152,1394,0,0,0
01/02/24 02:40,01/02/24 10:40,88,5,5,6160,5547,848,1152,1391,0,0,0
01/02/24 02:45,01/02/24 10:45,87,5,5,6166,5545,848,1155,1388,0,0,0
01/02/24 02:50,01/02/24 10:50,87,5,5,6175,5555,848,1152,1385,0,0,0
01/02/24 02:55,01/02/24 10:55,82,5,5,6193,5543,847,1155,1358,0,0,0
01/02/24 03:00,01/02/24 11:00,75,5,5,6176,5647,849,1154,1478,0,0,0
01/02/24 03:05,01/02/24 11:05,69,5,5,6196,5650,849,1152,1461,0,0,0
01/02/24 03:10,01/02/24 11:10,62,5,5,6195,5685,850,1155,1500,0,0,0
01/02/24 03:15,01/02/24 11:15,62,5,5,6217,5690,849,1149,1476,0,0,0
01/02/24 03:20,01/02/24 11:20,62,6,5,6246,5662,847,1154,1433,0,0,0
01/02/24 03:25,01/02/24 11:25,62,6,5,6255,5689,849,1149,1437,0,0,0
01/02/24 03:30,01/02/24 11:30,62,6,5,6264,5681,848,1156,1427,0,0,0
01/02/24 03:35,01/02/24 11:35,62,6,5,6259,5702,844,1155,1447,0,0,0
01/02/24 03:40,01/02/24 11:40,62,5,5,6282,5697,844,1157,1421,0,0,0
01/02/24 03:45,01/02/24 11:45,63,5,6,6297,5705,847,1149,1410,0,0,0
01/02/24 03:50,01/02/24 11:50,63,5,7,6317,5690,845,1152,1380,0,0,0
01/02/24 03:55,01/02/24 11:55,63,5,7,6331,5681,843,1152,1353,0,0,0
01/02/24 04:00,01/02/24 12:00,63,6,8,6356,5771,845,1153,1422,0,0,0
01/02/24 04:05,01/02/24 12:05,63,7,8,6402,5942,845,1150,1543,0,0,0
01/02/24 04:10,01/02/24 12:10,64,8,8,6418,5950,845,1155,1540,0,0,0
01/02/24 04:15,01/02/24 12:15,64,8,5,6429,5953,844,1152,1526,0,0,0
01/02/24 04:20,01/02/24 12:20,64,8,5,6475,5958,844,1152,1485,0,0,0
01/02/24 04:25,01/02/24 12:25,64,8,5,6475,5972,845,1152,1500,0,0,0
01/02/24 04:30,01/02/24 12:30,64,7,6,6490,5970,844,1154,1478,0,0,0
01/02/24 04:35,01/02/24 12:35,64,5,6,6532,6107,845,1152,1579,0,0,0
01/02/24 04:40,01/02/24 12:40,64,6,6,6563,6146,846,1149,1585,0,0,0
01/02/24 04:45,01/02/24 12:45,63,7,6,6613,6129,845,1152,1520,0,0,0
01/02/24 04:50,01/02/24 12:50,63,7,6,6612,6126,847,1152,1519,0,0,0
01/02/24 04:55,01/02/24 12:55,60,6,5,6664,6372,845,1155,1714,0,0,0
01/02/24 05:00,01/02/24 13:00,55,7,5,6693,6781,845,1154,2092,0,0,0
01/02/24 05:05,01/02/24 13:05,51,7,5,6773,7006,847,1152,2237,0,0,0
01/02/24 05:10,01/02/24 13:10,46,6,4,6815,7215,842,1152,2400,0,0,0
01/02/24 05:15,01/02/24 13:15,46,5,4,6852,7322,845,1155,2474,0,0,0
01/02/24 05:20,01/02/24 13:20,46,6,2,6908,7370,845,1152,2471,0,0,0
01/02/24 05:25,01/02/24 13:25,46,5,3,6940,7393,845,1149,2451,0,0,0
01/02/24 05:30,01/02/24 13:30,46,4,4,6954,7505,846,1154,2554,0,0,0
01/02/24 05:35,01/02/24 13:35,46,3,4,7033,7540,845,1156,2512,0,0,0
01/02/24 05:40,01/02/24 13:40,46,4,4,7073,7550,845,1155,2483,1,0,0
01/02/24 05:45,01/02/24 13:45,46,4,4,7097,7542,846,1152,2447,1,0,0
01/02/24 05:50,01/02/24 13:50,47,4,4,7159,7550,846,1152,2394,1,0,0
01/02/24 05:55,01/02/24 13:55,58,4,4,7184,7591,846,1152,2411,1,0,0
01/02/24 06:00,01/02/24 14:00,69,5,4,7217,7584,847,1149,2374,1,0,0
01/02/24 06:05,01/02/24 14:05,81,5,4,7314,7693,847,1152,2382,1,0,0
01/02/24 06:10,01/02/24 14:10,93,5,4,7405,7741,847,1152,2339,1,0,0
01/02/24 06:15,01/02/24 14:15,93,4,4,7442,7765,848,1156,2332,1,0,0
01/02/24 06:20,01/02/24 14:20,93,4,4,7488,7747,847,1154,2264,1,0,0
01/02/24 06:25,01/02/24 14:25,93,4,4,7514,7741,849,1150,2231,1,0,0
01/02/24 06:30,01/02/24 14:30,93,4,4,7546,7720,845,1149,2172,1,0,0
01/02/24 06:35,01/02/24 14:35,93,4,6,7587,7746,848,1152,2160,1,0,0
01/02/24 06:40,01/02/24 14:40,93,4,8,7628,7744,847,1155,2126,1,0,0
01/02/24 06:45,01/02/24 14:45,93,5,8,7640,7764,849,1149,2130,1,0,0
01/02/24 06:50,01/02/24 14:50,92,7,6,7685,7748,850,1155,2065,1,0,0
01/02/24 06:55,01/02/24 14:55,85,9,6,7718,7780,848,1149,2066,1,0,0
01/02/24 07:00,01/02/24 15:00,78,8,2,7730,7905,846,1155,2180,2,0,0
01/02/24 07:05,01/02/24 15:05,70,6,5,7797,8147,847,1155,2359,3,0,0
01/02/24 07:10,01/02/24 15:10,62,3,7,7859,8210,844,1155,2358,4,0,0
01/02/24 07:15,01/02/24 15:15,62,4,7,7892,8185,842,1155,2298,4,0,0
01/02/24 07:20,01/02/24 15:20,62,7,6,7916,8160,846,1153,2248,4,0,0
01/02/24 07:25,01/02/24 15:25,62,8,6,7909,8154,846,1152,2249,4,0,0
01/02/24 07:30,01/02/24 15:30,62,7,6,7923,8059,843,1152,2136,4,0,0
01/02/24 07:35,01/02/24 15:35,62,6,6,7951,8042,845,1152,2093,4,0,0
01/02/24 07:40,01/02/24 15:40,62,6,5,7934,8094,845,1149,2161,4,0,0
01/02/24 07:45,01/02/24 15:45,61,6,5,7942,8027,847,1155,2094,5,0,0
01/02/24 07:50,01/02/24 15:50,61,6,5,7947,7929,846,1149,1983,5,0,0
01/02/24 07:55,01/02/24 15:55,55,6,5,7977,7840,846,1155,1870,6,0,0
01/02/24 08:00,01/02/24 16:00,47,6,5,7994,7897,849,1155,1921,7,0,1
01/02/24 08:05,01/02/24 16:05,40,6,5,8010,7997,846,1152,1991,9,0,1
01/02/24 08:10,01/02/24 16:10,32,5,5,8023,7819,845,1152,1802,11,0,2
01/02/24 08:15,01/02/24 16:15,32,5,5,8027,7803,844,1155,1783,11,0,3
01/02/24 08:20,01/02/24 16:20,32,6,5,8030,7807,845,1152,1783,11,1,3
01/02/24 08:25,01/02/24 16:25,32,6,5,8045,7784,844,1155,1749,11,4,4
01/02/24 08:30,01/02/24 16:30,32,5,5,8011,7746,844,1152,1743,11,5,3
01/02/24 08:35,01/02/24 16:35,32,6,5,8031,7750,843,1152,1724,11,5,4
01/02/24 08:40,01/02/24 16:40,32,6,5,8008,7705,845,1149,1699,11,5,5
01/02/24 08:45,01/02/24 16:45,32,6,5,8036,7712,847,1155,1690,12,6,6
01/02/24 08:50,01/02/24 16:50,33,6,5,8017,7804,847,1156,1799,12,7,8
01/02/24 08:55,01/02/24 16:55,44,5,5,8039,7675,845,1155,1650,12,7,7
01/02/24 09:00,01/02/24 17:00,56,7,5,8024,7563,845,1152,1551,13,8,7
01/02/24 09:05,01/02/24 17:05,69,6,5,8037,7417,847,1153,1393,15,8,7
01/02/24 09:10,01/02/24 17:10,81,6,5,8054,7240,849,1152,1201,16,10,8
01/02/24 09:15,01/02/24 17:15,81,5,5,8079,7352,849,1152,1288,16,10,8
01/02/24 09:20,01/02/24 17:20,81,5,5,8067,7348,850,1152,1297,16,10,6
01/02/24 09:25,01/02/24 17:25,81,5,5,8040,7327,850,1152,1301,16,11,6
01/02/24 09:30,01/02/24 17:30,81,5,5,8055,7292,849,1149,1247,16,9,6
01/02/24 09:35,01/02/24 17:35,81,5,7,8044,7317,851,1152,1290,16,8,7
01/02/24 09:40,01/02/24 17:40,81,4,6,8049,7352,851,1149,1317,16,8,8
01/02/24 09:45,01/02/24 17:45,81,6,8,8046,7363,851,1156,1340,17,9,8
01/02/24 09:50,01/02/24 17:50,82,8,10,8040,7324,848,1155,1305,17,10,7
01/02/24 09:55,01/02/24 17:55,90,7,9,8046,7255,848,1152,1227,17,11,7
01/02/24 10:00,01/02/24 18:00,100,8,8,8050,6882,849,1149,849,17,11,9
01/02/24 10:05,01/02/24 18:05,109,10,7,8056,6697,850,1152,661,18,11,10
01/02/24 10:10,01/02/24 18:10,119,10,6,8013,6611,849,1152,611,19,11,9
01/02/24 10:15,01/02/24 18:15,119,9,6,8031,6596,851,1152,584,19,12,10
01/02/24 10:20,01/02/24 18:20,119,7,6,8032,6575,851,1152,561,19,12,9
01/02/24 10:25,01/02/24 18:25,119,6,9,7994,6628,851,1155,660,19,14,10
01/02/24 10:30,01/02/24 18:30,119,6,11,8001,6613,850,1152,638,19,13,10
01/02/24 10:35,01/02/24 18:35,119,8,13,8033,6565,852,1152,559,19,16,9
01/02/24 10:40,01/02/24 18:40,119,11,14,8013,6466,852,1149,476,19,16,8
01/02/24 10:45,01/02/24 18:45,119,13,16,8020,6459,850,1149,462,20,16,8
01/02/24 10:50,01/02/24 18:50,119,14,18,8000,6408,850,1154,439,20,13,8
01/02/24 10:55,01/02/24 18:55,109,16,22,8028,6486,851,1149,488,21,13,9
01/02/24 11:00,01/02/24 19:00,98,17,33,8006,6599,847,1149,632,22,12,9
01/02/24 11:05,01/02/24 19:05,88,21,22,7968,6569,846,1152,632,24,12,11
01/02/24 11:10,01/02/24 19:10,77,26,15,8008,6550,846,1156,571,26,13,11
01/02/24 11:15,01/02/24 19:15,77,26,16,8009,6544,846,1155,566,26,13,12
01/02/24 11:20,01/02/24 19:20,77,18,13,7996,6569,849,1150,596,26,13,13
01/02/24 11:25,01/02/24 19:25,77,16,13,7998,6562,847,1154,592,26,15,14
01/02/24 11:30,01/02/24 19:30,77,15,13,8001,6609,846,1152,634,26,15,15
01/02/24 11:35,01/02/24 19:35,77,14,13,7990,6607,847,1149,639,26,16,14
01/02/24 11:40,01/02/24 19:40,77,14,14,8010,6574,846,1148,586,26,17,13
01/02/24 11:45,01/02/24 19:45,76,13,15,7992,6596,846,1154,633,25,19,12
01/02/24 11:50,01/02/24 19:50,76,14,14,8018,6616,848,1149,624,25,19,12
01/02/24 11:55,01/02/24 19:55,74,15,14,8024,6581,847,1152,584,25,18,13
01/02/24 12:00,01/02/24 20:00,72,16,13,8019,6477,847,1149,484,25,15,15
01/02/24 12:05,01/02/24 20:05,69,14,18,7978,6471,849,1149,523,25,15,13
01/02/24 12:10,01/02/24 20:10,66,14,24,7989,6355,845,1154,404,25,17,14
01/02/24 12:15,01/02/24 20:15,66,18,31,8010,6375,844,1149,402,25,20,13
01/02/24 12:20,01/02/24 20:20,66,23,23,8010,6359,846,1154,386,25,17,13
01/02/24 12:25,01/02/24 20:25,66,29,16,7986,6300,844,1149,337,25,17,13
01/02/24 12:30,01/02/24 20:30,66,26,13,7977,6290,849,1149,340,25,17,15
01/02/24 12:35,01/02/24 20:35,66,17,10,8007,6341,850,1149,359,25,16,15
01/02/24 12:40,01/02/24 20:40,66,14,12,7995,6370,851,1154,408,25,20,15
01/02/24 12:45,01/02/24 20:45,65,12,12,8010,6341,849,1152,360,24,21,15
01/02/24 12:50,01/02/24 20:50,65,13,12,8006,6290,848,1149,304,24,20,14
01/02/24 12:55,01/02/24 20:55,65,12,11,7937,6353,847,1153,442,23,20,14
01/02/24 13:00,01/02/24 21:00,64,12,9,7958,6375,849,1152,438,21,19,10
01/02/24 13:05,01/02/24 21:05,63,11,10,7966,6402,848,1149,454,19,18,10
01/02/24 13:10,01/02/24 21:10,62,10,10,7978,6332,849,1149,374,17,16,10
01/02/24 13:15,01/02/24 21:15,62,9,12,7946,6359,849,1152,439,17,14,10
01/02/24 13:20,01/02/24 21:20,62,10,13,8034,6380,847,1149,366,17,14,12
01/02/24 13:25,01/02/24 21:25,62,12,13,8078,6300,849,1149,244,17,13,12
01/02/24 13:30,01/02/24 21:30,62,14,13,8031,6373,848,1152,368,17,14,11
01/02/24 13:35,01/02/24 21:35,62,14,14,7935,6288,849,1149,376,17,15,10
01/02/24 13:40,01/02/24 21:40,62,14,13,8015,6314,849,1150,321,17,14,10
01/02/24 13:45,01/02/24 21:45,62,14,14,8008,6324,849,1145,334,16,14,9
01/02/24 13:50,01/02/24 21:50,63,14,16,7981,6321,848,1145,359,16,14,9
01/02/24 13:55,01/02/24 21:55,69,13,16,7996,6400,850,1143,423,16,13,9
01/02/24 14:00,01/02/24 22:00,76,14,18,7972,6294,849,1145,342,16,13,8
01/02/24 14:05,01/02/24 22:05,83,16,18,7901,6090,847,1146,209,16,13,8
01/02/24 14:10,01/02/24 22:10,90,16,18,7940,6133,848,1141,208,15,11,7
01/02/24 14:15,01/02/24 22:15,90,17,16,7878,6152,849,1140,288,15,9,7
01/02/24 14:20,01/02/24 22:20,90,19,17,7955,6140,847,1146,201,15,9,5
01/02/24 14:25,01/02/24 22:25,90,19,19,7987,6135,848,1146,165,15,8,5
01/02/24 14:30,01/02/24 22:30,90,16,20,7962,6136,847,1137,183,15,8,5
01/02/24 14:35,01/02/24 22:35,90,16,22,7951,6124,846,1143,191,15,8,6
01/02/24 14:40,01/02/24 22:40,90,19,24,7925,6097,847,1137,189,15,7,6
01/02/24 14:45,01/02/24 22:45,90,21,27,7898,6085,848,1140,208,14,7,5
01/02/24 14:50,01/02/24 22:50,89,23,29,7978,6166,851,1138,212,14,6,5
01/02/24 14:55,01/02/24 22:55,87,24,27,7956,6357,846,1143,424,14,6,5
01/02/24 15:00,01/02/24 23:00,85,27,28,7882,6476,847,1142,617,12,5,5
01/02/24 15:05,01/02/24 23:05,82,28,29,7893,6547,848,1143,681,11,5,6
01/02/24 15:10,01/02/24 23:10,79,28,23,7901,6670,848,1141,788,9,5,5
01/02/24 15:15,01/02/24 23:15,79,29,21,7998,6913,849,1140,930,9,4,5
01/02/24 15:20,01/02/24 23:20,79,26,20,7992,6891,849,1142,914,9,4,4
01/02/24 15:25,01/02/24 23:25,79,22,27,7972,6894,850,1144,947,9,4,4
01/02/24 15:30,01/02/24 23:30,79,21,31,7906,6816,848,1149,940,9,4,3
01/02/24 15:35,01/02/24 23:35,79,24,32,7996,6915,848,1146,949,9,4,3
01/02/24 15:40,01/02/24 23:40,79,30,37,8005,6948,846,1152,983,9,4,3
01/02/24 15:45,01/02/24 23:45,78,32,38,8035,7032,848,1146,1034,10,2,3
01/02/24 15:50,01/02/24 23:50,78,35,35,8017,7050,854,1148,1072,10,1,2
01/02/24 15:55,01/02/24 23:55,72,39,38,7940,7095,869,1148,1213,13,1,1
01/02/24 16:00,01/03/24 00:00,66,38,34,8070,7483,877,1155,1482,16,1,1
01/02/24 16:05,01/03/24 00:05,59,37,34,8009,7782,883,1152,1863,20,0,20
01/02/24 16:10,01/03/24 00:10,52,36,35,8113,8016,893,1147,2000,24,0,20
01/02/24 16:15,01/03/24 00:15,52,34,33,8164,8128,896,1148,2061,24,0,20
01/02/24 16:20,01/03/24 00:20,52,35,31,8157,8063,897,1152,2005,24,0,19
01/02/24 16:25,01/03/24 00:25,52,35,26,8193,8158,897,1152,2062,24,0,19
01/02/24 16:30,01/03/24 00:30,52,32,23,8193,8219,899,1149,2116,24,0,19
01/02/24 16:35,01/03/24 00:35,52,27,18,8229,8231,904,1146,2088,24,0,17
01/02/24 16:40,01/03/24 00:40,52,22,17,8278,8246,902,1149,2043,24,0,7
01/02/24 16:45,01/03/24 00:45,53,20,15,8270,8204,898,1149,2003,23,0,6
01/02/24 16:50,01/03/24 00:50,53,17,17,8317,8149,900,1148,1911,23,0,15
01/02/24 16:55,01/03/24 00:55,60,16,23,8281,8293,902,1147,2099,19,0,14
01/02/24 17:00,01/03/24 01:00,68,14,27,8332,8580,903,1149,2341,14,0,14
01/02/24 17:05,01/03/24 01:05,76,23,24,8325,8914,903,1152,2668,9,0,0
01/02/24 17:10,01/03/24 01:10,84,26,25,8334,9020,905,1147,2763,4,0,0
01/02/24 17:15,01/03/24 01:15,84,24,27,8307,9029,906,1149,2795,4,0,0
01/02/24 17:20,01/03/24 01:20,84,27,35,8327,8982,906,1153,2750,4,0,0
01/02/24 17:25,01/03/24 01:25,84,30,36,8326,8981,909,1149,2749,4,0,0
01/02/24 17:30,01/03/24 01:30,84,31,35,8333,8987,907,1149,2747,4,0,0
01/02/24 17:35,01/03/24 01:35,84,34,42,8355,8976,910,1152,2725,4,0,0
01/02/24 17:40,01/03/24 01:40,84,36,43,8372,8973,910,1154,2708,4,0,0
01/02/24 17:45,01/03/24 01:45,85,39,36,8358,8983,910,1149,2720,4,0,0
01/02/24 17:50,01/03/24 01:50,85,43,36,8356,9089,911,1149,2836,4,0,0
01/02/24 17:55,01/03/24 01:55,89,39,34,8269,9108,906,1152,2931,4,0,0
01/02/24 18:00,01/03/24 02:00,94,39,35,8243,8920,898,1149,2759,4,0,0
01/02/24 18:05,01/03/24 02:05,100,38,37,8287,8810,891,1149,2601,4,0,0
01/02/24 18:10,01/03/24 02:10,105,35,39,8292,8684,885,1149,2466,4,0,0
01/02/24 18:15,01/03/24 02:15,105,39,41,8299,8662,880,1154,2438,4,0,0
01/02/24 18:20,01/03/24 02:20,105,39,43,8186,8598,879,1152,2488,4,0,0
01/02/24 18:25,01/03/24 02:25,105,41,51,8257,8551,878,1149,2374,4,0,0
01/02/24 18:30,01/03/24 02:30,105,43,53,8253,8544,878,1152,2375,4,0,0
01/02/24 18:35,01/03/24 02:35,105,47,60,8230,8534,876,1149,2391,3,0,0
01/02/24 18:40,01/03/24 02:40,105,53,70,8208,8563,874,1154,2454,3,0,0
01/02/24 18:45,01/03/24 02:45,106,61,85,8182,8566,874,1148,2491,3,0,0
01/02/24 18:50,01/03/24 02:50,106,67,107,8095,8506,873,1149,2541,3,0,0
01/02/24 18:55,01/03/24 02:55,109,84,119,8098,8444,867,1150,2484,3,0,0
01/02/24 19:00,01/03/24 03:00,112,102,111,8157,8441,858,1153,2406,2,0,0
01/02/24 19:05,01/03/24 03:05,116,113,90,8047,8204,857,1149,2253,1,0,0
01/02/24 19:10,01/03/24 03:10,120,111,76,8135,8103,857,1150,2056,0,0,0
01/02/24 19:15,01/03/24 03:15,120,96,77,8070,8004,848,1155,2014,0,0,0
01/02/24 19:20,01/03/24 03:20,120,79,85,8058,8042,849,1155,2073,0,0,0
01/02/24 19:25,01/03/24 03:25,120,78,77,8072,8093,847,1148,2092,0,0,0
01/02/24 19:30,01/03/24 03:30,120,82,70,8051,8064,848,1150,2082,0,0,0
01/02/24 19:35,01/03/24 03:35,120,80,65,8063,8051,850,1149,2052,0,0,0
01/02/24 19:40,01/03/24 03:40,120,72,67,7969,8045,850,1149,2142,0,0,0
01/02/24 19:45,01/03/24 03:45,120,65,65,7924,8060,849,1150,2200,0,0,0
01/02/24 19:50,01/03/24 03:50,119,67,66,8030,8096,851,1152,2135,0,0,0
01/02/24 19:55,01/03/24 03:55,111,67,80,8014,8076,851,1152,2146,0,0,0
01/02/24 20:00,01/03/24 04:00,102,69,93,8006,7892,853,1152,1985,0,0,0
01/02/24 20:05,01/03/24 04:05,92,79,85,7904,7677,850,1152,1861,0,0,0
01/02/24 20:10,01/03/24 04:10,83,86,70,7875,7644,849,1148,1835,0,0,0
01/02/24 20:15,01/03/24 04:15,83,87,61,7912,7653,851,1155,1809,0,0,0
01/02/24 20:20,01/03/24 04:20,83,75,58,7901,7569,850,1149,1724,0,0,0
01/02/24 20:25,01/03/24 04:25,83,64,53,7888,7583,854,1155,1758,0,0,0
01/02/24 20:30,01/03/24 04:30,83,60,47,7856,7537,854,1149,1730,0,0,0
01/02/24 20:35,01/03/24 04:35,83,57,35,7744,7518,851,1149,1810,0,0,0
01/02/24 20:40,01/03/24 04:40,83,51,25,7769,7498,850,1154,1758,0,0,0
01/02/24 20:45,01/03/24 04:45,83,39,24,7813,7559,851,1155,1777,0,0,0
01/02/24 20:50,01/03/24 04:50,82,28,25,7782,7607,852,1150,1853,0,0,0
01/02/24 20:55,01/03/24 04:55,69,23,16,7764,7501,849,1149,1753,0,0,0
01/02/24 21:00,01/03/24 05:00,55,24,16,7645,7265,849,1149,1636,0,0,0
01/02/24 21:05,01/03/24 05:05,40,20,18,7681,7033,853,1153,1377,0,0,0
01/02/24 21:10,01/03/24 05:10,26,16,14,7641,6863,852,1152,1242,0,0,0
01/02/24 21:15,01/03/24 05:15,26,16,15,7584,6849,851,1153,1286,0,0,0
01/02/24 21:20,01/03/24 05:20,26,16,14,7575,6805,851,1152,1249,0,0,0
01/02/24 21:25,01/03/24 05:25,26,15,10,7539,6800,849,1152,1274,0,0,0
01/02/24 21:30,01/03/24 05:30,26,15,10,7435,6809,853,1154,1377,0,0,0
01/02/24 21:35,01/03/24 05:35,26,13,10,7462,6731,851,1154,1286,0,0,0
01/02/24 21:40,01/03/24 05:40,26,11,9,7437,6683,851,1149,1258,0,0,0
01/02/24 21:45,01/03/24 05:45,27,11,9,7437,6642,850,1148,1213,0,0,0
01/02/24 21:50,01/03/24 05:50,27,11,10,7313,6607,849,1154,1308,0,0,0
01/02/24 21:55,01/03/24 05:55,28,10,12,7355,6640,849,1148,1294,0,0,0
01/02/24 22:00,01/03/24 06:00,29,10,13,7284,6673,851,1149,1403,0,0,0
01/02/24 22:05,01/03/24 06:05,31,11,13,7271,6845,853,1149,1590,0,0,0
01/02/24 22:10,01/03/24 06:10,33,13,11,7210,6875,848,1149,1666,0,0,0
01/02/24 22:15,01/03/24 06:15,33,14,12,7195,6845,849,1154,1666,0,0,0
01/02/24 22:20,01/03/24 06:20,33,12,13,7090,6674,848,1152,1598,0,0,0
01/02/24 22:25,01/03/24 06:25,33,11,10,7072,6628,847,1151,1565,0,0,0
01/02/24 22:30,01/03/24 06:30,33,12,7,7056,6649,849,1155,1604,0,0,0
01/02/24 22:35,01/03/24 06:35,33,13,7,7002,6609,849,1148,1609,0,0,0
01/02/24 22:40,01/03/24 06:40,33,9,7,6994,6556,848,1148,1565,0,0,0
01/02/24 22:45,01/03/24 06:45,32,8,8,6941,6447,851,1152,1516,0,0,0
01/02/24 22:50,01/03/24 06:50,32,7,11,6899,6411,852,1152,1528,0,0,0
01/02/24 22:55,01/03/24 06:55,28,8,16,6911,6402,853,1149,1508,0,0,0
01/02/24 23:00,01/03/24 07:00,22,12,23,6876,6271,854,1149,1420,0,0,0
01/02/24 23:05,01/03/24 07:05,17,14,30,6822,6163,852,1152,1386,0,0,0
01/02/24 23:10,01/03/24 07:10,11,21,30,6718,6041,852,1155,1362,0,0,0
01/02/24 23:15,01/03/24 07:15,11,29,30,6702,6064,853,1155,1401,0,0,0
01/02/24 23:20,01/03/24 07:20,11,31,30,6639,6063,849,1152,1456,0,0,0
01/02/24 23:25,01/03/24 07:25,11,30,26,6707,6060,850,1149,1378,0,0,0
01/02/24 23:30,01/03/24 07:30,11,31,24,6661,6017,850,1153,1385,0,0,0
01/02/24 23:35,01/03/24 07:35,11,31,23,6539,6001,850,1146,1483,0,0,0
01/02/24 23:40,01/03/24 07:40,11,27,24,6614,6018,851,1148,1428,0,0,0
01/02/24 23:45,01/03/24 07:45,10,25,24,6520,5999,849,1149,1502,0,0,0
01/02/24 23:50,01/03/24 07:50,10,26,24,6592,5999,852,1148,1430,0,0,0
01/02/24 23:55,01/03/24 07:55,10,26,24,6577,5907,852,1148,1355,0,0,0
01/03/24 00:00,01/03/24 08:00,8,25,24,6569,5653,853,1152,1114,0,0,0
01/03/24 00:05,01/03/24 08:05,7,26,22,6542,5581,851,1148,1061,0,0,0
